,userId,movieId,rating,split_index
1515,9,589,3.0,0
4200,23,2750,4.0,0
2867,14,1089,5.0,0
8352,64,161,3.5,0
9389,72,1466,4.0,0
8303,62,61236,4.5,0
4165,23,2410,3.0,0
1264,6,924,4.0,0
4862,31,6586,1.0,0
2503,13,1136,4.0,0
2771,13,59315,4.5,0
7839,61,529,4.0,0
4774,31,3534,1.5,0
9360,72,1333,5.0,0
8291,62,56145,3.0,0
9224,72,724,3.0,0
3532,19,85788,3.0,0
5865,43,39,3.5,0
1835,12,593,4.0,0
3426,19,30803,4.5,0
284,3,1196,4.0,0
3191,18,7090,0.5,0
8011,61,2424,4.0,0
9329,72,1247,4.0,0
6848,55,1131,4.0,0
7268,57,64957,3.0,0
9616,72,2463,4.0,0
8555,67,748,3.0,0
9171,72,474,5.0,0
4660,31,1230,2.0,0
6341,45,562,4.0,0
6976,57,1394,4.0,0
4772,31,3481,2.0,0
4220,23,3044,5.0,0
3332,19,4989,2.0,0
2033,12,2052,1.0,0
2397,12,42018,3.5,0
244,2,30848,0.5,0
2384,12,34148,3.5,0
2872,14,2959,5.0,0
485,3,6586,3.5,0
3889,23,165,3.0,0
4778,31,3649,2.0,0
2467,13,256,2.0,0
2807,13,69844,3.5,0
5403,38,6709,2.0,0
7643,59,4803,3.5,0
1090,4,106002,1.0,0
5738,41,1912,3.0,0
8141,62,2542,4.5,0
662,3,60760,3.0,0
7158,57,8981,4.0,0
8153,62,3949,4.5,0
9586,72,2353,3.0,0
2597,13,3996,4.5,0
8310,62,64614,4.0,0
6836,54,3578,4.0,0
5779,41,2421,2.0,0
1822,12,532,2.5,0
6275,43,51084,2.5,0
2782,13,61160,2.5,0
6588,47,590,5.0,0
3229,19,858,5.0,0
2857,13,88125,4.0,0
2521,13,1441,2.5,0
9755,72,3263,2.0,0
6409,46,1203,5.0,0
4429,27,2779,3.0,0
8512,66,6323,3.0,0
3287,19,2696,3.5,0
4907,31,35836,2.0,0
219,2,6333,5.0,0
3751,21,3300,4.0,0
8099,61,4041,4.0,0
4188,23,2657,3.0,0
262,3,260,4.0,0
8,1,1237,5.0,0
9441,72,1717,4.0,0
8986,70,6791,2.5,0
5087,35,89470,4.0,0
2068,12,2324,3.5,0
5921,43,720,3.5,0
762,3,89492,4.0,0
4573,31,95,2.0,0
1519,9,594,5.0,0
5628,40,55247,4.5,0
5466,38,53000,2.5,0
6231,43,33794,4.0,0
2682,13,8861,2.5,0
5808,41,2735,2.0,0
7584,59,3264,3.5,0
5648,41,153,2.0,0
9844,72,3869,3.0,0
5625,40,48780,4.0,0
5462,38,49530,3.5,0
8131,62,1682,4.0,0
8690,69,111,4.0,0
879,3,135536,3.5,0
719,3,76251,4.0,0
98,2,953,4.5,0
190,2,4022,5.0,0
2547,13,2329,4.0,0
9099,72,157,3.0,0
2941,15,2640,2.0,0
3122,18,1917,3.5,0
8800,69,6711,4.5,0
9408,72,1584,4.0,0
9709,72,2987,4.0,0
2039,12,2082,2.5,0
1985,12,1586,3.0,0
2951,15,2916,4.0,0
4359,26,480,3.0,0
2282,12,4973,5.0,0
4535,30,1198,3.5,0
1584,9,1210,5.0,0
4367,26,1210,3.0,0
5525,39,318,4.0,0
6830,54,2194,5.0,0
8446,66,153,4.0,0
3293,19,3147,3.0,0
2345,12,8040,4.0,0
9285,72,1079,4.0,0
7024,57,2716,4.0,0
7418,59,588,4.5,0
7306,58,1207,5.0,0
7125,57,6874,4.5,0
2066,12,2318,2.0,0
9717,72,3054,1.0,0
1639,10,50,5.0,0
6843,55,365,2.5,0
2670,13,8360,3.5,0
9261,72,944,4.0,0
8442,66,48,3.0,0
5009,33,2324,4.0,0
8972,70,5013,3.5,0
2692,13,27831,5.0,0
4455,28,741,5.0,0
9193,72,544,2.0,0
1311,8,18,4.0,0
9504,72,2020,4.0,0
93,2,589,4.0,0
5001,33,527,4.0,0
9551,72,2171,3.0,0
5098,35,164909,4.0,0
9894,73,260,5.0,0
3798,21,68157,4.0,0
8375,64,7153,5.0,0
2358,12,8873,3.5,0
3480,19,56631,3.0,0
8155,62,3996,4.5,0
1256,6,527,5.0,0
2735,13,51255,4.5,0
1216,5,671,5.0,0
537,3,8983,4.0,0
593,3,45672,3.0,0
4664,31,1259,2.5,0
3100,18,1265,5.0,0
9256,72,932,3.0,0
887,3,140956,3.5,0
6841,55,73,4.5,0
502,3,7154,4.0,0
5195,36,1230,3.0,0
4275,25,153,4.0,0
3679,20,1204,4.0,0
6360,45,762,3.0,0
8650,68,3147,3.0,0
3144,18,2706,4.0,0
8705,69,377,4.0,0
2676,13,8622,4.0,0
4234,23,5060,5.0,0
1638,10,32,4.0,0
5495,38,68358,3.5,0
9549,72,2167,2.0,0
1711,11,42723,3.5,0
5407,38,6947,4.0,0
6597,47,766,3.0,0
8905,70,1380,1.5,0
2616,13,4993,4.5,0
6880,55,8207,4.5,0
2173,12,3254,2.0,0
7469,59,1200,4.0,0
7144,57,8641,4.5,0
4428,27,2570,3.0,0
7409,59,457,3.5,0
6164,43,6333,3.5,0
9682,72,2822,4.0,0
898,3,166528,4.0,0
3187,18,6818,0.5,0
8526,67,208,3.0,0
4620,31,597,3.0,0
9444,72,1732,1.0,0
5006,33,1221,5.0,0
8509,66,5620,4.0,0
7221,57,50872,4.5,0
2255,12,4105,4.0,0
4941,31,55805,3.5,0
182,2,3578,5.0,0
5638,41,9,3.0,0
1135,4,171763,4.5,0
7539,59,2108,3.5,0
9535,72,2133,3.0,0
4687,31,1617,3.0,0
6027,43,2054,3.0,0
4302,25,292,4.0,0
588,3,45447,3.5,0
9242,72,902,4.0,0
5843,42,849,4.0,0
6727,50,32587,5.0,0
8132,62,1704,4.0,0
6842,55,318,2.5,0
4185,23,2611,3.0,0
3146,18,2712,3.0,0
5460,38,48394,2.5,0
9117,72,236,3.0,0
8821,69,49272,4.5,0
9860,72,4022,5.0,0
2215,12,3686,2.5,0
5030,34,1213,3.0,0
4221,23,3052,3.0,0
3069,18,708,4.0,0
8204,62,8983,4.5,0
5975,43,1275,3.5,0
6564,47,266,3.0,0
8199,62,8807,4.0,0
1941,12,1307,3.5,0
9507,72,2027,1.0,0
8632,67,3264,3.0,0
1201,5,457,5.0,0
9097,72,151,4.0,0
9940,75,5,4.0,0
6396,46,913,5.0,0
7731,59,8401,2.5,0
7264,57,63876,4.5,0
2518,13,1359,2.0,0
3695,20,2193,4.5,0
6962,57,832,4.0,0
1219,5,778,5.0,0
5872,43,150,4.0,0
253,2,40815,5.0,0
9998,75,805,3.5,0
7004,57,2282,4.5,0
8496,66,4015,2.0,0
7479,59,1220,2.5,0
9040,71,1196,5.0,0
673,3,63859,4.0,0
7828,61,372,4.0,0
1607,9,1321,3.0,0
1141,4,179819,2.5,0
1179,5,260,5.0,0
6153,43,5679,3.0,0
5575,40,1196,5.0,0
3680,20,1210,5.0,0
9031,71,150,5.0,0
9688,72,2861,3.0,0
1585,9,1214,4.0,0
6789,53,608,4.5,0
9478,72,1944,4.0,0
5723,41,1580,4.0,0
2543,13,2142,4.5,0
8796,69,6333,1.5,0
3104,18,1291,3.5,0
1088,4,103772,2.0,0
1298,7,527,5.0,0
6882,55,27815,5.0,0
6607,48,3,1.0,0
9751,72,3258,3.0,0
9834,72,3793,4.0,0
5775,41,2409,3.0,0
3750,21,2571,5.0,0
7564,59,2762,4.5,0
8971,70,4993,4.5,0
6381,46,256,2.0,0
1795,12,415,2.5,0
5612,40,7153,4.5,0
4012,23,1220,5.0,0
9162,72,440,5.0,0
4448,28,260,5.0,0
9431,72,1674,4.0,0
7593,59,3459,3.0,0
5708,41,1356,3.0,0
7442,59,928,3.5,0
5984,43,1373,3.0,0
9450,72,1777,4.0,0
5427,38,8874,4.0,0
7851,61,616,4.0,0
3738,20,35836,4.0,0
4478,28,1909,5.0,0
533,3,8958,4.0,0
8253,62,47894,4.0,0
9875,72,4132,4.0,0
3025,18,50,4.0,0
8393,64,99114,4.5,0
5829,41,3005,4.0,0
3967,23,912,4.0,0
2272,12,4571,4.0,0
8029,61,2622,3.0,0
4791,31,3994,1.5,0
3874,23,40,4.0,0
5115,36,151,3.0,0
3661,20,2,2.5,0
2202,12,3481,5.0,0
8839,70,150,4.0,0
9,1,1250,4.0,0
4861,31,6573,3.0,0
5472,38,54259,3.5,0
954,4,3681,3.5,0
9036,71,457,5.0,0
7403,59,345,3.5,0
8697,69,292,0.5,0
6323,44,97752,3.5,0
3900,23,260,5.0,0
5543,39,3267,3.5,0
5817,41,2944,5.0,0
1344,8,296,5.0,0
4144,23,2301,4.0,0
3140,18,2628,4.0,0
9270,72,1013,1.0,0
3299,19,3578,4.0,0
5090,35,104841,3.0,0
4842,31,5677,1.0,0
4810,31,4392,2.0,0
251,2,35836,0.5,0
7015,57,2502,3.5,0
4978,32,364,4.0,0
6744,51,1036,3.5,0
2687,13,8957,3.5,0
5132,36,281,4.0,0
6303,44,82169,4.0,0
2586,13,3698,2.5,0
3555,19,94959,4.0,0
2982,16,6350,4.5,0
2952,15,2918,5.0,0
7451,59,1049,3.5,0
3081,18,1094,1.0,0
4608,31,500,2.5,0
4508,29,1673,3.5,0
3943,23,538,5.0,0
752,3,86911,3.5,0
9544,72,2145,3.0,0
8288,62,55247,4.5,0
2813,13,71379,1.5,0
4092,23,1894,2.0,0
1375,8,608,4.0,0
2062,12,2279,2.0,0
7504,59,1348,2.5,0
1238,5,1210,5.0,0
5589,40,1617,4.0,0
2221,12,3783,4.0,0
5690,41,1196,4.0,0
1688,10,53000,4.0,0
1785,12,356,4.0,0
4956,31,63082,3.0,0
3236,19,1148,3.5,0
36,1,5952,4.0,0
3511,19,72998,3.5,0
3562,19,96950,3.5,0
2734,13,50872,4.5,0
8242,62,45442,3.5,0
5310,38,1909,3.5,0
8599,67,2087,2.0,0
640,3,56587,4.0,0
2904,15,736,3.0,0
9232,72,802,5.0,0
6993,57,1784,4.5,0
5329,38,3535,4.0,0
431,3,5418,5.0,0
7814,61,260,5.0,0
9297,72,1120,3.0,0
3408,19,26463,3.5,0
1966,12,1466,2.5,0
8025,61,2580,4.0,0
6126,43,4378,2.5,0
3002,17,79091,5.0,0
5614,40,7361,4.0,0
6327,44,99112,5.0,0
9762,72,3286,1.0,0
8946,70,2997,4.5,0
3359,19,6365,3.0,0
9953,75,236,2.5,0
7660,59,5049,3.0,0
8549,67,653,4.0,0
728,3,80363,3.0,0
7942,61,1580,4.0,0
90,2,534,4.5,0
3190,18,7027,0.5,0
3977,23,1057,4.0,0
8644,68,260,4.0,0
8567,67,1035,1.0,0
5104,36,11,4.0,0
7634,59,4467,3.5,0
3186,18,6796,0.5,0
7608,59,3677,4.0,0
5110,36,105,3.0,0
2921,15,1500,5.0,0
6280,44,1210,5.0,0
8493,66,3968,2.0,0
9529,72,2119,1.0,0
6306,44,86332,5.0,0
5609,40,4993,4.5,0
2761,13,56145,4.5,0
1134,4,171011,5.0,0
7007,57,2329,4.5,0
624,3,53464,3.5,0
3291,19,2997,4.5,0
535,3,8965,4.0,0
5500,38,72378,2.0,0
5405,38,6870,4.0,0
9775,72,3394,3.0,0
7172,57,32587,4.5,0
9159,72,428,4.0,0
1329,8,161,5.0,0
1362,8,490,4.0,0
1744,12,150,2.0,0
5700,41,1222,4.0,0
4009,23,1208,5.0,0
552,3,31221,3.0,0
3176,18,5064,4.5,0
2311,12,5816,3.5,0
6144,43,5418,4.0,0
4078,23,1729,4.0,0
1752,12,186,2.5,0
8623,67,2701,2.0,0
6567,47,306,4.0,0
6840,54,7618,2.5,0
7242,57,56333,4.0,0
5186,36,1101,5.0,0
1864,12,910,4.0,0
9491,72,1991,2.0,0
3128,18,2115,3.5,0
4833,31,5418,3.5,0
7784,60,2858,2.0,0
5322,38,3000,4.0,0
8832,69,67508,4.5,0
3354,19,6119,3.0,0
4736,31,2706,1.0,0
2803,13,68954,3.5,0
6150,43,5617,2.5,0
6326,44,98809,5.0,0
6711,50,4270,1.0,0
9949,75,151,3.0,0
6807,53,7669,5.0,0
1931,12,1259,5.0,0
2005,12,1784,4.5,0
2575,13,3275,4.5,0
853,3,116797,4.0,0
4507,29,1644,1.5,0
3495,19,64614,4.5,0
9664,72,2723,4.0,0
1485,9,366,3.0,0
1748,12,168,3.0,0
5468,38,53125,2.0,0
8233,62,40815,3.5,0
4892,31,8961,2.0,0
4731,31,2571,2.0,0
9729,72,3113,3.0,0
5025,34,493,3.0,0
9328,72,1246,5.0,0
7921,61,1380,5.0,0
474,3,6440,4.0,0
855,3,116897,4.0,0
6714,50,4447,5.0,0
6914,56,4306,4.5,0
973,4,6156,3.0,0
9990,75,595,5.0,0
5200,36,1353,3.0,0
4748,31,2870,3.0,0
822,3,107348,3.5,0
4464,28,1214,5.0,0
4525,29,69784,4.0,0
1612,9,1333,5.0,0
5196,36,1291,5.0,0
2557,13,2710,0.5,0
8308,62,63082,4.0,0
2939,15,2571,5.0,0
1337,8,223,2.0,0
2209,12,3578,3.5,0
3262,19,1722,2.5,0
3587,19,106696,3.0,0
9898,73,628,4.0,0
5182,36,801,3.0,0
141,2,1968,1.0,0
334,3,3534,3.0,0
2232,12,3897,4.5,0
6397,46,924,1.5,0
2014,12,1914,3.0,0
8652,68,3949,4.0,0
9960,75,339,2.5,0
9272,72,1022,4.0,0
3099,18,1258,4.0,0
4362,26,593,4.0,0
3935,23,509,3.0,0
5217,37,858,4.5,0
6276,43,51662,3.0,0
8910,70,1527,3.0,0
5232,37,4011,4.5,0
2608,13,4643,2.5,0
2934,15,2373,2.0,0
5851,42,2126,5.0,0
5506,38,85774,4.5,0
2323,12,6297,3.5,0
3444,19,39183,3.5,0
9253,72,923,5.0,0
7812,61,187,3.0,0
7362,58,5377,3.0,0
3066,18,597,3.0,0
2228,12,3844,4.0,0
4030,23,1270,5.0,0
8129,62,1552,4.0,0
778,3,94777,3.5,0
7649,59,4878,4.0,0
8689,69,110,5.0,0
2775,13,60037,1.5,0
8704,69,367,4.5,0
5814,41,2879,3.0,0
977,4,6863,4.0,0
7745,60,1172,3.0,0
9909,73,799,3.0,0
5018,33,68954,3.0,0
7020,57,2657,4.0,0
2207,12,3545,2.5,0
631,3,54997,4.0,0
5922,43,724,2.5,0
2216,12,3712,4.5,0
2427,12,58879,3.0,0
2376,12,33171,3.5,0
1361,8,480,3.0,0
2237,12,3969,3.0,0
1039,4,78893,0.5,0
9064,71,122886,2.0,0
6852,55,2067,4.5,0
2018,12,1951,3.0,0
5756,41,2167,4.0,0
3689,20,1389,0.5,0
3936,23,511,3.0,0
6116,43,4022,3.0,0
419,3,5225,4.0,0
4193,23,2706,4.0,0
8552,67,692,3.0,0
5678,41,786,3.0,0
1542,9,1005,4.0,0
3659,19,149146,4.0,0
1768,12,261,3.5,0
9168,72,466,3.0,0
1999,12,1704,3.0,0
4205,23,2819,5.0,0
2197,12,3448,4.0,0
4412,27,1262,5.0,0
8445,66,150,3.0,0
2936,15,2406,3.0,0
661,3,60756,3.5,0
1802,12,457,4.0,0
1526,9,818,3.0,0
1268,6,1198,5.0,0
7334,58,1394,5.0,0
4989,32,527,4.0,0
8327,63,56949,3.5,0
3592,19,109000,3.0,0
2563,13,2858,4.0,0
3132,18,2194,4.0,0
628,3,54286,4.0,0
4333,25,500,3.0,0
3489,19,60609,1.5,0
6994,57,1909,4.5,0
4839,31,5610,1.5,0
5083,35,79132,4.0,0
6139,43,5060,5.0,0
3979,23,1073,4.0,0
9916,73,1356,4.0,0
4668,31,1287,2.0,0
6853,55,2357,5.0,0
8223,62,37382,4.0,0
2308,12,5693,4.0,0
2671,13,8361,3.0,0
2265,12,4248,2.5,0
4469,28,1396,5.0,0
9802,72,3536,4.0,0
4824,31,5049,2.5,0
7995,61,2150,4.0,0
7561,59,2710,3.0,0
5980,43,1297,3.5,0
7235,57,55444,4.5,0
1902,12,1183,3.5,0
3494,19,63082,3.5,0
5741,41,1953,4.0,0
8395,64,109487,5.0,0
6872,55,5995,3.5,0
8745,69,2115,5.0,0
9974,75,454,3.0,0
9482,72,1952,3.0,0
3443,19,37729,3.0,0
668,3,62849,4.0,0
6003,43,1663,3.5,0
4058,23,1569,3.0,0
3134,18,2291,3.5,0
6784,52,80463,5.0,0
3419,19,27660,3.0,0
2622,13,5349,4.5,0
7658,59,5013,4.0,0
7087,57,5266,4.0,0
8535,67,380,3.0,0
6791,53,912,5.0,0
3226,19,745,3.5,0
6583,47,515,4.0,0
3454,19,45447,2.0,0
5214,37,293,4.5,0
3601,19,111362,2.0,0
9233,72,830,3.0,0
7793,61,5,3.0,0
2619,13,5110,4.0,0
7325,58,1283,5.0,0
9707,72,2982,2.0,0
3043,18,349,4.0,0
2061,12,2268,3.0,0
245,2,31923,3.5,0
5305,38,1396,3.0,0
4865,31,6750,2.0,0
7480,59,1222,3.0,0
9633,72,2541,2.0,0
734,3,81834,3.5,0
7894,61,1136,5.0,0
4201,23,2762,3.0,0
575,3,37729,4.0,0
9403,72,1556,1.0,0
5364,38,5014,4.0,0
2450,13,1,4.0,0
3832,21,122882,4.5,0
3934,23,508,5.0,0
9485,72,1962,3.0,0
6168,43,6537,2.5,0
9228,72,778,3.0,0
7383,59,29,3.5,0
5820,41,2949,4.0,0
8900,70,1265,5.0,0
4770,31,3420,2.5,0
6900,56,1210,4.0,0
4087,23,1857,2.0,0
126,2,1527,3.0,0
5129,36,265,3.0,0
4756,31,3004,2.0,0
3224,19,718,3.0,0
6546,47,62,3.0,0
5240,37,7361,5.0,0
3746,21,750,4.0,0
9186,72,531,1.0,0
9826,72,3744,1.0,0
231,2,7162,0.5,0
8230,62,40278,4.0,0
6069,43,2947,3.5,0
2133,12,2871,4.0,0
9264,72,954,4.0,0
4936,31,54997,2.5,0
852,3,115713,4.5,0
9905,73,762,1.0,0
3612,19,116136,4.0,0
4707,31,2028,2.5,0
9767,72,3318,4.0,0
7923,61,1391,2.0,0
4449,28,292,3.0,0
295,3,1222,4.0,0
9323,72,1226,3.0,0
9663,72,2722,4.0,0
9279,72,1049,3.0,0
7567,59,2908,5.0,0
8095,61,3908,3.0,0
7084,57,4995,4.0,0
8573,67,1377,4.0,0
7794,61,7,3.0,0
9927,74,329,3.0,0
5990,43,1459,3.0,0
9479,72,1945,5.0,0
91,2,553,2.0,0
9808,72,3566,5.0,0
4971,32,231,2.0,0
818,3,106487,3.0,0
7170,57,31427,1.5,0
1114,4,122904,3.5,0
6324,44,97921,5.0,0
173,2,3105,4.0,0
7619,59,3993,4.0,0
9327,72,1245,4.0,0
2109,12,2683,1.0,0
7101,57,5816,1.5,0
8258,62,48596,2.5,0
3093,18,1218,0.5,0
3742,21,527,5.0,0
9827,72,3751,4.0,0
1360,8,474,4.0,0
4944,31,56367,3.0,0
7428,59,741,4.5,0
5307,38,1617,4.0,0
7515,59,1580,3.5,0
3633,19,134130,3.0,0
403,3,4886,4.0,0
4379,26,4951,3.5,0
3080,18,1080,3.0,0
7424,59,608,3.5,0
4553,30,5049,4.5,0
8715,69,593,5.0,0
7338,58,1945,5.0,0
7777,60,2476,2.0,0
8587,67,2005,4.0,0
921,4,1197,4.5,0
6798,53,2396,5.0,0
225,2,7004,2.0,0
9455,72,1804,2.0,0
6874,55,6918,5.0,0
2828,13,76077,2.5,0
4489,28,2770,5.0,0
6102,43,3671,4.0,0
7174,57,33166,4.0,0
5868,43,58,3.0,0
9083,72,70,4.0,0
2531,13,1721,3.5,0
4856,31,6440,1.5,0
2937,15,2427,5.0,0
6054,43,2683,3.0,0
9710,72,2997,4.0,0
9780,72,3408,4.0,0
2492,13,745,4.0,0
9046,71,2716,4.0,0
1059,4,88140,2.5,0
2510,13,1214,5.0,0
7193,57,38061,4.5,0
5934,43,924,3.5,0
4314,25,344,3.0,0
3773,21,7361,4.5,0
1382,8,780,2.0,0
4470,28,1407,5.0,0
990,4,8914,4.0,0
2324,12,6331,4.0,0
1747,12,165,4.0,0
2873,14,4011,5.0,0
1559,9,1031,5.0,0
6023,43,2019,4.5,0
7957,61,1894,3.0,0
9091,72,110,4.0,0
1390,8,923,3.0,0
1858,12,851,4.0,0
1162,5,113,3.0,0
8605,67,2137,3.0,0
6932,57,180,4.5,0
6951,57,587,4.0,0
2914,15,1265,5.0,0
4884,31,8665,3.0,0
2875,14,4993,4.0,0
7609,59,3723,4.0,0
7798,61,27,4.0,0
6002,43,1653,3.5,0
1113,4,122886,2.0,0
6592,47,648,3.0,0
6055,43,2692,3.5,0
4542,30,2539,4.5,0
3998,23,1172,5.0,0
1315,8,32,3.0,0
9930,74,356,4.0,0
5426,38,8865,2.5,0
5856,42,3256,3.0,0
2745,13,53125,1.5,0
2466,13,231,5.0,0
1354,8,380,5.0,0
357,3,3980,4.0,0
5037,34,1911,2.0,0
179,2,3396,4.5,0
8274,62,51312,4.0,0
7099,57,5673,4.0,0
2976,16,4993,4.0,0
1565,9,1088,5.0,0
8433,65,141004,4.0,0
350,3,3863,3.0,0
2011,12,1882,2.0,0
8617,67,2353,3.0,0
4965,32,34,3.0,0
8531,67,364,3.0,0
5573,40,1136,4.5,0
172,2,3098,3.0,0
9108,72,195,2.0,0
3706,20,3176,2.5,0
2776,13,60040,3.5,0
151,2,2273,2.0,0
6923,57,32,4.5,0
1512,9,586,5.0,0
8865,70,593,3.5,0
4403,27,1082,4.0,0
8466,66,1246,5.0,0
4711,31,2133,2.0,0
9301,72,1148,5.0,0
6819,54,342,5.0,0
2002,12,1732,4.5,0
5726,41,1604,3.0,0
4102,23,1958,5.0,0
793,3,99112,3.5,0
6577,47,457,4.0,0
3074,18,784,3.0,0
6809,53,50872,5.0,0
2343,12,7983,3.5,0
3001,17,78499,2.5,0
6053,43,2662,2.5,0
8401,64,115617,4.0,0
7119,57,6539,3.5,0
8776,69,4226,5.0,0
9521,72,2107,5.0,0
2974,16,2959,5.0,0
5436,38,31410,4.0,0
6145,43,5445,3.0,0
526,3,8781,3.5,0
6534,46,47644,4.0,0
5241,37,32587,4.0,0
5355,38,4720,3.5,0
316,3,2542,4.5,0
2234,12,3948,2.0,0
1108,4,115617,3.5,0
1961,12,1411,2.5,0
9614,72,2453,4.0,0
6328,44,106782,5.0,0
7013,57,2424,2.0,0
1622,9,1372,5.0,0
498,3,7143,2.5,0
9093,72,118,2.0,0
2784,13,61986,4.0,0
7471,59,1204,3.0,0
4605,31,457,3.5,0
9227,72,762,2.0,0
8707,69,434,3.5,0
3837,21,134130,5.0,0
720,3,77561,4.0,0
4371,26,1991,3.0,0
9321,72,1224,4.0,0
3000,17,78105,2.5,0
8810,69,31698,0.5,0
8520,67,44,1.0,0
5385,38,5952,4.0,0
2023,12,1967,4.0,0
886,3,139644,4.0,0
118,2,1356,5.0,0
3570,19,98607,5.0,0
2248,12,4040,2.5,0
1391,8,924,5.0,0
8498,66,4270,2.5,0
7915,61,1372,4.0,0
4726,31,2505,2.0,0
4755,31,2997,2.5,0
8635,67,3439,1.0,0
9105,72,186,1.0,0
4817,31,4564,2.0,0
1934,12,1267,4.0,0
3567,19,98056,4.5,0
5942,43,1097,4.0,0
6062,43,2791,4.5,0
7036,57,3159,1.5,0
5248,37,55820,5.0,0
6902,56,1517,0.5,0
1518,9,593,5.0,0
2514,13,1270,4.5,0
5736,41,1866,4.0,0
5722,41,1573,4.0,0
383,3,4340,2.0,0
9016,70,48516,3.0,0
6018,43,1968,4.5,0
790,3,97921,3.5,0
8722,69,1136,5.0,0
1554,9,1021,4.0,0
6034,43,2144,3.5,0
7405,59,350,3.5,0
2296,12,5380,3.5,0
6037,43,2278,4.0,0
8756,69,2710,3.0,0
1002,4,46948,2.5,0
9498,72,2004,4.0,0
6038,43,2288,4.0,0
6937,57,260,4.0,0
730,3,81229,4.0,0
7309,58,1225,5.0,0
6196,43,8368,3.0,0
2756,13,55247,5.0,0
8339,63,96588,3.0,0
8413,65,103772,5.0,0
4034,23,1293,5.0,0
7373,58,35836,4.0,0
7406,59,356,3.0,0
1619,9,1367,5.0,0
7215,57,48043,5.0,0
6472,46,3448,3.5,0
7132,57,7325,4.0,0
2013,12,1895,3.0,0
2607,13,4558,2.5,0
6547,47,85,4.0,0
3807,21,81834,4.0,0
9985,75,586,3.5,0
7023,57,2706,4.0,0
642,3,56949,3.0,0
1994,12,1665,2.0,0
9300,72,1136,3.0,0
2408,12,48394,4.0,0
1854,12,784,2.0,0
931,4,1288,3.5,0
6792,53,1136,5.0,0
9154,72,383,4.0,0
5852,42,2348,4.0,0
8365,64,1210,5.0,0
5570,40,1088,2.5,0
7972,61,2012,4.0,0
6008,43,1704,4.5,0
5263,37,97304,4.5,0
7976,61,2028,3.0,0
335,3,3535,4.0,0
7207,57,45728,4.5,0
185,2,3916,3.0,0
4988,32,500,4.0,0
7754,60,1296,5.0,0
9072,72,21,5.0,0
5810,41,2762,4.0,0
8248,62,46578,4.0,0
4434,27,2951,4.0,0
2626,13,5445,3.5,0
9555,72,2195,2.0,0
8158,62,4223,4.5,0
1764,12,253,3.5,0
9213,72,611,4.0,0
6240,43,41566,3.0,0
6734,50,81591,5.0,0
8759,69,2872,3.5,0
1899,12,1136,4.5,0
3648,19,142566,4.0,0
1068,4,93838,4.0,0
7302,58,1198,4.5,0
6362,45,766,2.0,0
2000,12,1721,4.0,0
9392,72,1485,2.0,0
2966,16,1221,5.0,0
1065,4,91630,3.5,0
6649,49,480,3.0,0
9241,72,899,5.0,0
2556,13,2701,1.5,0
8574,67,1385,3.0,0
1523,9,616,5.0,0
5828,41,2995,4.0,0
1290,7,296,4.0,0
4598,31,364,2.5,0
8157,62,4033,4.0,0
545,3,27793,3.0,0
7171,57,31878,3.5,0
8202,62,8949,4.5,0
9961,75,342,2.5,0
3693,20,2006,3.5,0
8075,61,3316,1.0,0
1672,10,2944,3.0,0
392,3,4447,2.5,0
5963,43,1224,4.5,0
8262,62,49276,3.5,0
7720,59,7766,3.5,0
4924,31,49272,4.0,0
8402,64,116797,3.0,0
7089,57,5349,2.5,0
4113,23,2025,1.0,0
5047,34,5093,3.0,0
1121,4,138036,4.5,0
4433,27,2922,5.0,0
6966,57,1089,4.0,0
5641,41,44,3.0,0
6978,57,1461,4.0,0
8488,66,3591,1.0,0
7246,57,56782,5.0,0
540,3,27134,4.5,0
5258,37,81845,4.0,0
1946,12,1357,4.0,0
8418,65,114662,5.0,0
3506,19,70286,2.5,0
378,3,4234,3.5,0
5367,38,5219,2.0,0
7339,58,1952,4.5,0
6210,43,8966,3.0,0
9393,72,1499,2.0,0
4648,31,1183,2.0,0
1660,10,1347,3.0,0
8390,64,81847,3.0,0
7827,61,370,4.0,0
1648,10,457,3.5,0
3822,21,104283,5.0,0
7175,57,33171,5.0,0
2047,12,2115,3.0,0
1247,5,1302,4.0,0
9769,72,3334,4.0,0
5337,38,3863,3.5,0
880,3,135569,3.5,0
9770,72,3358,2.0,0
2702,13,33495,0.5,0
6483,46,3801,4.5,0
3985,23,1093,5.0,0
4175,23,2474,5.0,0
5966,43,1242,4.0,0
6541,47,30,3.0,0
7430,59,750,3.0,0
8386,64,78499,4.5,0
5336,38,3793,3.0,0
9983,75,539,3.0,0
1781,12,342,4.0,0
5689,41,1129,3.0,0
2101,12,2552,1.0,0
676,3,64614,4.0,0
5813,41,2872,5.0,0
153,2,2324,1.5,0
5873,43,153,2.5,0
654,3,59900,3.0,0
11,1,1653,4.0,0
8462,66,736,3.5,0
989,4,8874,4.0,0
8895,70,1228,3.0,0
2350,12,8376,4.0,0
4909,31,43936,2.0,0
2516,13,1278,5.0,0
6140,43,5218,3.0,0
6026,43,2034,2.5,0
8213,62,33166,3.5,0
6889,55,96606,4.5,0
9181,72,509,3.0,0
6991,57,1753,4.0,0
2372,12,31435,4.0,0
8113,62,356,4.5,0
3791,21,59615,3.5,0
2361,12,8949,4.5,0
9546,72,2153,1.0,0
6273,43,50792,2.0,0
