,UserId,ProductId,Rating,split_index
1399,AWIH8VM122KJF,9790781687,1.0,0
1665,A24MP5QM2LKFM2,9790789939,4.0,0
286,A3UQXZCB1CXFNL,604113449X,1.0,0
726,AVYRG8E15WAK7,9788072097,5.0,0
910,A1R5SZCC41T6BS,9788073514,4.0,0
1486,A3ESTWDBNOUJQ7,979078354X,5.0,0
267,A2GMXV65XFTCR6,6022600790,2.0,0
856,A3SRKLG52BYLUK,9788072992,5.0,0
1237,A2GUW72SQ0U2RH,9790778309,5.0,0
592,A1EVGDOTGFZOSS,9759091062,5.0,0
1075,A1LAIQIVHMO1K7,9790771614,3.0,0
1307,A6XZM6S2T3CCK,979077995X,5.0,0
1972,ATYY8YPS540TF,9790798075,5.0,0
1284,A3CUASJLGFJZYB,9790778872,5.0,0
1003,A1BIVBZ6OV1SU0,9788079989,5.0,0
579,A3AVQBR7HHOE1X,9759091062,1.0,0
1527,A2S9AXNKRSMEA4,9790786069,2.0,0
1143,A1TV04CUG2RYUM,979077480X,5.0,0
189,A1QPQIJVS0JC5Y,535795531X,5.0,0
383,A37JSWUOEQC89O,7899123011,2.0,0
1718,A3PFXKSMA4Q9YN,9790790961,5.0,0
276,A138ATFNJU102C,6022600812,2.0,0
1220,A1L0ECXCM1ANCV,9790777884,5.0,0
175,AI6IXAB24N30W,4057363823,1.0,0
1105,A1Z2CRE6J1CJTK,9790773412,5.0,0
555,A13RB9IGV06SRF,9748776093,1.0,0
850,AJB6NXJLATQLT,9788072895,5.0,0
787,A2AGYTSVLRSV5X,9788072216,5.0,0
1125,A3ICTV26DK6IP9,9790773676,5.0,0
764,AZYQEFB9Y5N22,9788072208,4.0,0
385,AW4GGNNHDM937,7899123011,5.0,0
533,AF508G9N8T5OY,9746427962,5.0,0
1743,A312RDWQYLAG7S,9790790961,3.0,0
96,A1BG8QW55XHN6U,1304651118,5.0,0
669,AVOF2TL7T400U,9788071260,4.0,0
114,ATPHIBSTV1NY5,1412759676,5.0,0
74,A2H6SFTV2892Z8,1304622223,5.0,0
1749,A2HLLZS0416HL9,9790790961,5.0,0
1779,A36VBDV1HKMIIV,9790790988,5.0,0
393,AAIGQYAH5WNSU,8096398768,3.0,0
702,AK4E5J6IVE11R,9788071597,5.0,0
987,A3EN8SX1B1Z3IZ,9788077625,5.0,0
614,A1JCFYU0BE7XTI,9788071074,5.0,0
703,A1KQ79CU1EA754,9788071813,5.0,0
488,A23UV2QRYP8PX4,974619187X,5.0,0
986,AUYIPQDAHNOBK,9788077382,2.0,0
547,AFD1XMFDOUYW8,9748776093,4.0,0
414,A4ZAYGW831ZGI,8329001008,3.0,0
1643,A1JJ3M2CIVALZ8,9790789556,5.0,0
1382,A2CQEBRX5NFCU9,979078127X,5.0,0
788,A3N2I59UQT85AI,9788072216,5.0,0
1782,A3RRHJ1WV87V5M,9790791038,5.0,0
1282,A311KGXWZBPUIL,9790778740,5.0,0
84,A1SWCNGOR3GMOQ,1304622657,5.0,0
1831,AVWVKEL78SG14,9790792557,1.0,0
853,A1RZ3K1WJGL4NQ,9788072895,5.0,0
1019,A2IS0IGSQ79ECX,9788080928,4.0,0
1544,A12O5IJUK0EHIU,9790786875,5.0,0
1752,A2H10PNRPA3FEA,9790790961,2.0,0
646,ATX9OC5P7XBM0,9788071198,3.0,0
1137,A24N38QSNPZFBG,9790774443,5.0,0
1709,A1OFNEUHZ7BSCB,9790790961,5.0,0
534,A2VB5TIINLFO7B,9746427962,5.0,0
999,A29WP9HRKLQS0D,978807894X,5.0,0
1392,A33MPIK17YGMID,9790781687,5.0,0
1715,A3SGAP67HGCJ8K,9790790961,5.0,0
1976,A10O81F46GWKSR,9790798075,5.0,0
1008,A1T7O0U15G2OXX,9788080227,5.0,0
92,A22ZFXQE8AWPEP,1304651029,1.0,0
1157,A1HCI057NYILM6,9790775261,5.0,0
1199,A2QVNVQDMN8475,9790776977,5.0,0
274,AS498SIPUF2PU,6022600812,5.0,0
945,AHO0EM3FIG4JN,9788074286,5.0,0
1576,A3RYAYNQ7WM8I3,9790786948,5.0,0
1697,A2KABB9MDYJURM,979079052X,5.0,0
1865,A2TXS278JHBXZF,9790794223,5.0,0
1642,A13GJE62PDFLKA,979078953X,5.0,0
1892,AAOVV3X1R8MAX,9790794363,5.0,0
71,A1BG8QW55XHN6U,1304511154,5.0,0
1667,A1Y9I6NPL3UDEM,9790789939,1.0,0
346,A18S7SDS6HJ4LA,7806397051,2.0,0
1248,A3M9JNKO6WG90M,9790778309,5.0,0
641,A2LWZYTCZ9IDRV,9788071198,5.0,0
479,AU5Z287G31579,9744434139,1.0,0
637,A36F3MHL9JD8ET,9788071198,5.0,0
426,A1UUX9VH9XXX0B,8934903716,4.0,0
440,A2YWHJXGR6R00D,9511181564,5.0,0
129,A2A0EW34FZH9Z7,1987958179,5.0,0
1564,A3OBX0VX5W6VFJ,9790786948,2.0,0
1983,A3CKFOHWL3SDP7,9790798075,5.0,0
1581,A22HVOBKJGIWN6,9790786964,5.0,0
1133,ADWU2VMS20Q9O,9790774389,5.0,0
1253,A2GGYHGNWNRDTF,9790778309,5.0,0
1846,A2HSEX8OTQQPF7,9790793014,5.0,0
636,AAGYIGVSH2MIX,9788071198,1.0,0
696,A28H72UFHPN9QN,9788071597,4.0,0
1251,A3BXOJT66NE07E,9790778309,4.0,0
185,A36ZKFLSDE8WX5,5357954771,5.0,0
1683,A1B93VD33V6JGK,979079035X,1.0,0
1722,A1UDUG2V3LPMFJ,9790790961,4.0,0
887,A197BFZ8BSVSO2,9788073417,5.0,0
1007,A5IYFBQ25IVN6,9788079989,3.0,0
1843,A3UR2S3VYR9CM2,9790792824,5.0,0
627,AUM9K0KZGK653,9788071198,5.0,0
1619,AI528WX86GBSO,9790788991,4.0,0
1988,A38L4N6J3Z6SRH,9790798261,5.0,0
441,A2ETF4N62SFLOJ,9511181564,4.0,0
851,A2Y03TL0BHT9GP,9788072895,5.0,0
430,AY3F1CVHTNVBU,8997092219,2.0,0
1327,A1ZO4PLKAGD9NP,9790779968,5.0,0
918,A2EKFM9X9O00QZ,9788073840,1.0,0
933,A30IJLUCHAUVXP,9788073840,5.0,0
925,A29UKEGELP56OH,9788073840,5.0,0
938,A2OM0YG07EG46K,9788073859,4.0,0
1993,A1FDVJSVBNN8VY,979079830X,3.0,0
1050,A3ULP7B2QOVYRW,9790770871,4.0,0
573,A36M0NAGBV38SU,9758086243,4.0,0
1363,A3BJ9D80XUSBRF,9790781105,5.0,0
186,AVCSVH9L0BPIF,5357954771,5.0,0
1538,A27PTDVHM9HJS4,9790786875,5.0,0
1123,A2CD2WAOCV5950,979077365X,5.0,0
1196,A2RVOYJID9VRWB,9790776942,4.0,0
453,A12377XOL83LBK,9601403825,5.0,0
1541,A21CRF1CS7EOAB,9790786875,5.0,0
837,A1CZJUWPTGMYU1,978807250X,5.0,0
160,A3GAMJUEB4A4J9,3227001381,5.0,0
1604,A1TYTVFPQ1RSI6,9790787928,2.0,0
331,A2686J58T322ZS,7535842801,5.0,0
1881,A3R9H6OKZHHRJD,9790794231,4.0,0
833,A3995A1MLGMSZK,978807250X,5.0,0
1744,A1EYJASK6UL955,9790790961,4.0,0
731,A32AIFEBI1X4MR,9788072100,4.0,0
1579,A3EO78N2M0GPHS,9790786948,5.0,0
1862,A3E5V2196TOCTM,979079410X,4.0,0
847,AHLGH2F0U2J1P,9788072569,5.0,0
1716,A2VMXOLHVQXU33,9790790961,3.0,0
581,A23JG9NJNQ3WXO,9759091062,1.0,0
1999,A27ZTNAOOODGSZ,9790798393,5.0,0
1702,A1COBF34FM73LH,9790790880,5.0,0
1698,A2U51Y3662A7JC,979079052X,1.0,0
617,A3GJFDRP3Q8GV5,9788071074,1.0,0
1197,A3MAJQYU3YLDNZ,9790776942,3.0,0
234,A18CAHNYYC8AA3,5357956014,5.0,0
214,A1NNJ0MNFIF3Z8,5357955867,5.0,0
1457,A6RWTE55YX70O,9790782667,5.0,0
1630,A15PX6TA9LPOXK,9790789270,5.0,0
1470,A2AWHOVRGF6850,9790782667,5.0,0
848,A3BZHI48MZWE7D,978807278X,3.0,0
697,A2DMIEUMKD3VYD,9788071597,5.0,0
1859,A36AIG1G9M00F8,9790793871,5.0,0
1357,A2Z92KUIQ26RSV,9790781105,5.0,0
1842,AXSX5T827E9Z8,9790792808,1.0,0
1078,AUHNJA6JGCTBT,9790771762,5.0,0
1255,A1D7S273FFUHYJ,9790778309,4.0,0
1421,AFJO8C3V0IJ5I,9790781687,5.0,0
296,A024581134CV80ZBLIZTZ,6152000416,5.0,0
906,A2KKKT4H1IWSI1,9788073492,4.0,0
468,A319PGL9XMNT6A,9742126046,4.0,0
469,A2JPOCC17QIOUI,9742189889,5.0,0
1094,A34I5YAH6R5S46,979077267X,5.0,0
1373,A2U71ZBMQCJ7TC,979078127X,5.0,0
729,A1EVAE0Q2E2V0K,9788072097,5.0,0
769,A36UQ20T9VVUAW,9788072216,2.0,0
1958,A1VIHU2VN5HJLP,9790797567,3.0,0
392,A1BXLQFDJII0ZE,8096398741,5.0,0
1936,A3ECZXZNL7BC5,9790795661,5.0,0
1021,A96GJTT3M3WYU,9788080928,5.0,0
395,A22PDHKTMOUKKS,8096399322,5.0,0
311,A20BE32WVZFXAF,6169040335,5.0,0
166,A2S1HDSZ0OGW1M,360211600X,5.0,0
721,A5GI8R9A9IFV3,9788072097,5.0,0
209,A3NIHH9X6L3RRM,5357955786,5.0,0
868,A1HOHCNICEHXMS,9788073409,2.0,0
1809,A3SUO3L9WJPD1P,9790792190,4.0,0
444,A2C1VR841W5BHI,951311290X,5.0,0
357,A4R3YZHWJSWHU,7806397051,3.0,0
413,A3KJ9MA7I7S4IC,832900094X,5.0,0
182,ARUSOE3CJ7TNF,5297000963,1.0,0
615,A3G5OBREQKB7FR,9788071074,5.0,0
1891,A36WH4EDZVPTV5,9790794282,5.0,0
1672,A3RH2V6174H0GQ,9790789939,5.0,0
806,A3OIXDNDD9AGD4,9788072305,5.0,0
970,AP8RB98O4BHCI,9788075363,4.0,0
1777,A2HY5ASU4LDUMO,9790790988,5.0,0
336,A9AZG7UY7VT89,7800558258,1.0,0
1412,A15Y1AA9DOC9WU,9790781687,5.0,0
878,A2S5RNR6COYAET,9788073409,5.0,0
127,A2GDJP70RVLDKY,1906987238,5.0,0
1904,A3JBZQCVY7ODVL,9790794509,3.0,0
1335,A19JSK4NHQHWY7,9790780117,5.0,0
1924,A54FAFD3VWDEF,9790795076,5.0,0
221,A1QMSSMUBUXX5S,5357955905,5.0,0
207,A2RNK4TW1FPXEF,5357955751,5.0,0
1638,A21936E2ZRY72J,9790789513,5.0,0
1360,A2JLR04CC75HXY,9790781105,5.0,0
544,A3UW44EC9K7SP2,9748776093,1.0,0
110,A2P8AUMTM6O605,1403790965,5.0,0
391,A1PZ2ORQU247JZ,8072222120,5.0,0
926,A1DPZHFRQ0QO0L,9788073840,5.0,0
1147,A2OZ3C4OI1CWIF,9790774907,5.0,0
1233,AB48BRXHZ7OVZ,9790778260,4.0,0
1646,A1P03ICT7RVVRV,9790789688,5.0,0
1866,A2B7GTARNV5EMM,9790794223,5.0,0
921,AEX8R21PA0SIT,9788073840,5.0,0
717,A3374Z6CYWF8YK,9788071813,5.0,0
1439,A1ZPYAZLYSR1Z0,9790782152,5.0,0
1925,A1CBC0PM0UP2JO,9790795084,5.0,0
1543,A2RZ6OIC1OGWKB,9790786875,5.0,0
1358,A2NLH4W7UZ3X0U,9790781105,5.0,0
663,A3827WHBKQQF8T,978807121X,5.0,0
898,ALZWGAK15U76X,9788073476,5.0,0
1343,A2J4O74MT63W6G,9790780567,5.0,0
159,A445U3NN5XBYK,3227001381,3.0,0
1397,A31OCYBGZNSXLF,9790781687,2.0,0
248,A1MOOCFYF4BW9F,6022600685,5.0,0
399,A3I6P2NU6726XG,8096399322,5.0,0
622,A1HGNPI5XWPA5C,9788071139,5.0,0
1070,A165V5XOD0LNSR,9790771517,4.0,0
1349,AFFPRBZZB89LR,9790780567,5.0,0
1495,A1UVENGUYMZ2M0,979078371X,5.0,0
1591,A1580OALDVB4KI,9790787308,5.0,0
52,A22ZFXQE8AWPEP,1304495396,1.0,0
419,A3SP22BU1008GV,8901110814,3.0,0
494,AVIFRWR2YKO73,9746427962,2.0,0
836,A33ZO6NTU56R7F,978807250X,5.0,0
791,A3LEA0HZFBAFVS,9788072216,5.0,0
834,A2NU51KZVY9J9Z,978807250X,5.0,0
1674,AKVJUC5J6A3XO,9790789939,4.0,0
722,A3LEGZWFK44DJ8,9788072097,5.0,0
121,A17Z7DO3IFHZOE,1457982633,5.0,0
1896,A27SHILHXXM850,9790794495,4.0,0
882,AEW1MYAVRF9AV,9788073409,5.0,0
773,A1RFBE2LHNLHPI,9788072216,5.0,0
1992,A15VOHCNKUVINS,979079830X,5.0,0
602,A21E3CB2A1B149,9759091062,5.0,0
1092,A2OAQJNHIBCZNY,9790772564,5.0,0
301,A13G2YWZQ3522K,6162751473,5.0,0
212,A16495HOSCEV0N,5357955832,5.0,0
1156,AEMXQDJ00L6NW,9790775261,5.0,0
1940,ARVJBPIHRVL26,9790795823,5.0,0
963,ADI3IAXO8EH2E,9788074421,3.0,0
1188,A2J9WFBCZ2BXG4,9790776403,3.0,0
1326,A3R14060VCWUAD,9790779968,3.0,0
190,A2UQZD76FKVQ6D,535795531X,5.0,0
1546,A7OVXAH1SSL34,9790786875,5.0,0
823,A3K0Q7BLOD5P0X,978807247X,5.0,0
570,A2T7A5AIJI9CCF,9756518006,1.0,0
1943,A22WBGGMTFBEY2,9790796234,5.0,0
1627,A1J46T03BPIIVW,9790789203,5.0,0
1256,A1E1GFR3WEBKV6,9790778309,5.0,0
901,AZLYAJ8XE443K,9788073476,5.0,0
1915,A3KIVDNNZCPVI5,9790794800,4.0,0
1618,A2Q0NYCAXS3R3O,9790788770,5.0,0
107,A2B3YKKXVN28TW,1403790965,5.0,0
1711,A15FIB3XHNFU84,9790790961,5.0,0
271,A1E09RWAID7HCH,6022600790,4.0,0
1550,A21S05L5U3WF8Q,9790786875,5.0,0
156,A366PG2T9L9VSW,3227001381,2.0,0
361,A38FVHZTNQ271F,7806397051,3.0,0
1304,ADIAFSRTLS7D2,9790779755,5.0,0
241,A1IFYKTMBOTBP7,5357956227,5.0,0
821,A1ALXIEJWSM3WX,978807247X,5.0,0
1751,AGXAEWGCA1ELN,9790790961,4.0,0
1785,AQQ04CMDE8AT9,9790791054,5.0,0
997,A2P2FTA24RAFBA,978807894X,5.0,0
763,A1SJ5LNTEM67RO,9788072208,5.0,0
208,AYHZNXRPOHMO2,5357955786,5.0,0
730,A2DO226S09AIEG,9788072100,5.0,0
417,A3AI3DJQ8NI1UX,8805002860,3.0,0
43,A6R426V4J7AOM,1304482596,5.0,0
1136,A1J3MJER08S0RE,9790774443,5.0,0
1740,A11V08KWUI71QA,9790790961,5.0,0
251,A328DC9RTOA5WS,602260074X,4.0,0
93,A1BG8QW55XHN6U,1304651029,5.0,0
711,A396ZSFP8XV4O1,9788071813,4.0,0
988,ADXA5B6FX59W8,9788077927,2.0,0
1759,AIE2752ATRAXZ,9790790961,5.0,0
270,A3E13GVY40E6T5,6022600790,4.0,0
908,A3EM0Y7C1USH9C,9788073514,5.0,0
558,A3UZ13EXH4MO9D,9748776093,5.0,0
1109,A3O3EWC47LHLR0,9790773412,5.0,0
112,A1MLJHYS35C4X6,1403790965,5.0,0
1599,A1RCAVB38E41CR,9790787707,5.0,0
538,A5ZBX8PFDNIKE,9747842297,2.0,0
875,A12VP1FB3XFE3X,9788073409,4.0,0
1371,A1C9285DNG9IYK,979078127X,5.0,0
63,A2NRG4NQMLHDJQ,1304511111,1.0,0
1303,A1EX3JLD84STF5,9790779399,1.0,0
37,A2OMU0R0VM5O9I,1304351475,1.0,0
1863,A2RH4CO0C7BANY,9790794207,5.0,0
725,AM6TZU9POUAL,9788072097,5.0,0
511,AWYRXPZS8TRGJ,9746427962,5.0,0
746,A15UJADUAS68JI,9788072119,5.0,0
1159,A1STMW7DCY3SB9,9790775261,5.0,0
587,A3DG2I5KGLK73K,9759091062,1.0,0
1252,ADZ05LITZYZQ8,9790778309,5.0,0
1378,A17AYIX9AFQMSD,979078127X,5.0,0
1696,A3G639PF0Q8MY9,979079052X,5.0,0
180,A10ZKDOZOSH219,4057553908,5.0,0
1609,A1JDLL3JOQ29FO,9790788185,3.0,0
140,A1OON4OPP58E26,3227001381,5.0,0
1330,A1A03DX9JPURCS,9790779976,1.0,0
1596,A202AV9LAYXS91,9790787707,5.0,0
333,A267CAHUU3HOPQ,7535842801,5.0,0
819,A2JIQP1H0N7NO5,978807247X,1.0,0
623,AABAFCMZHEO1U,9788071163,4.0,0
1200,A3PY5FBUJIEVN,9790777019,4.0,0
1750,A2RRAT4W78ZTWU,9790790961,5.0,0
130,A1D6UAVLQUS41B,3222000565,5.0,0
1598,A2FBZWHQ0571HE,9790787707,5.0,0
1119,A1944K0ACKLRPO,9790773587,5.0,0
1130,A3SEDTPDP0G66D,9790773749,5.0,0
1017,A36A5S1NI653AQ,9788080855,1.0,0
370,AWUO9P6PL1SY8,7806397051,2.0,0
1280,A1IJBHE3MM8Q35,9790778619,5.0,0
103,A1Z03R982SX8V2,1403790965,4.0,0
1103,AU6KEYBL3TP0W,9790773412,5.0,0
1507,A1UKZIGR1PQIFB,9790784120,4.0,0
778,AV7TWUEV79X52,9788072216,5.0,0
1264,A1RG6W0BXEBST4,9790778309,5.0,0
1682,A1HDXZ7HGOJTHL,979079035X,5.0,0
604,A2ONROQ0ITT7HX,9759091062,4.0,0
1982,A1A2CH1P5JIWY2,9790798075,5.0,0
404,A4GKGUD4TIFL,8096399322,2.0,0
235,AGXDI4U7PAUGZ,5357956111,5.0,0
1072,A1WFDC6D0QXZYQ,9790771584,5.0,0
656,A12R85X0ED2JUQ,9788071198,3.0,0
1854,AWAL0PG4FPJN0,9790793294,5.0,0
743,A2A6TB2DZ99DB,9788072119,5.0,0
302,A1Q3W2FX8LKH19,6162751473,5.0,0
1908,AODE6ES269D6Q,9790794509,5.0,0
724,A3VMD3B59TAB85,9788072097,5.0,0
240,A2DOQ89OLXNHNL,5357956111,5.0,0
155,A1O5Z4ZKPMHORQ,3227001381,5.0,0
766,ASWVTM2VOKKLO,9788072208,5.0,0
201,A2DT0SAXS5DIL8,535795545X,5.0,0
683,A2IW10BPHCYQG2,9788071538,2.0,0
446,AGR6NXP9R8D66,9571044822,5.0,0
1153,A3FLN91OHH4WKM,9790775261,5.0,0
752,A3E1969PZ33LO9,9788072208,5.0,0
1640,A1MKHI0H1W72Y1,9790789513,5.0,0
1318,A1KEZ21R9HB37G,9790779968,5.0,0
949,A3DLT0BMEE365A,9788074359,5.0,0
1822,A2KZYFPD1VWN0I,9790792271,5.0,0
1403,A10BZV61MNLBZD,9790781687,5.0,0
314,A37KZTDCHTQMU0,711901871X,5.0,0
862,A1JM12YT8HJPIY,9788073263,4.0,0
76,A15THVWZS6GQZY,1304622428,5.0,0
1519,A1JABKG8NN4CGA,9790785682,5.0,0
1015,A29DZ36SLTMZOI,9788080685,5.0,0
8,A3V3RE4132GKRO,130414089X,5.0,0
355,A1QY7B8PEZDTDZ,7806397051,5.0,0
192,A3B0M39TDARC6X,535795531X,5.0,0
367,A3BTN14HIZET6Z,7806397051,5.0,0
1810,A3LDW8YQT2SSVX,9790792204,5.0,0
678,A3L7YV2UCQ7ZX,9788071260,5.0,0
1856,A63USL7GFARA5,9790793626,1.0,0
1411,AGPV0C0GGJ5GR,9790781687,5.0,0
50,A22VW0P4VZHDE3,1304482685,5.0,0
840,A2QOSIWDC04CQE,9788072569,5.0,0
1928,ADGYHOV058U6V,9790795157,5.0,0
595,A21IM16PQWKVO5,9759091062,5.0,0
1409,A3CF6RYTNXF2GD,9790781687,4.0,0
913,A27C38RA5ODEPM,9788073565,5.0,0
501,AYTK85H56WQ5F,9746427962,5.0,0
1388,A1BYEO1HOH1HGE,9790781369,5.0,0
1257,ANH6Y8UUWAKOW,9790778309,5.0,0
1434,A2VGLCB9HQ9HRC,9790782047,1.0,0
894,A2IZAUI0ISLA85,9788073476,5.0,0
553,A26SAG6L9SBH08,9748776093,5.0,0
1401,A2CSC9IVQ7F8PL,9790781687,5.0,0
416,A1OXSFS5ZDY7NP,8430539387,5.0,0
1065,AHUQSDM26UH5C,9790771347,3.0,0
327,A3A2HRW0GR4EWU,7535842801,5.0,0
1585,A1TYR5GO9YE60D,9790787006,5.0,0
324,ACB9GSMY2GY0O,7535842801,5.0,0
1422,A1RDCNS8KWWCS5,9790781687,4.0,0
4,A3IAAVS479H7M7,0737104473,1.0,0
1606,A1MAWMZ51G6C31,9790787952,5.0,0
692,A2285KGCYXO71H,9788071597,5.0,0
824,A3C5QQXTWQQARI,978807247X,5.0,0
1337,A30P09EL7Z8ZGD,9790780516,4.0,0
983,A3G7GGKJY868TX,9788076203,5.0,0
1383,A1OMG5QVTWI6CI,979078127X,4.0,0
1173,A3SYJB7D8UMZGL,9790776209,5.0,0
609,A25PW8VQJ611EA,9759091062,5.0,0
1046,A5UQ7Y4PGN63T,9790770790,2.0,0
1163,A354QYZ9IN2L4Z,9790775571,5.0,0
1469,A270PUZD0N20HR,9790782667,5.0,0
164,A305WEYT5UZKCZ,3292000971,5.0,0
1362,A2CGCATJ3T3VHY,9790781105,4.0,0
1998,A86GTS35R5YGG,9790798326,5.0,0
874,A3UMZJNP10AYSY,9788073409,4.0,0
1502,A3AOFSQ8YP9NZH,9790783779,5.0,0
368,A2T0H00MMGU7LZ,7806397051,4.0,0
871,A1W9QAR7P545IC,9788073409,5.0,0
47,A22ZFXQE8AWPEP,1304482685,1.0,0
1177,A3V6XH83NM7XCC,979077625X,1.0,0
516,A1TNQ0QMWCUBCL,9746427962,4.0,0
1987,A3EEQ8CMULWZ8S,9790798075,1.0,0
32,ASPJCWRXUOYYY,1304351475,5.0,0
13,A22VW0P4VZHDE3,130414674X,5.0,0
1236,A3IUNMPTSAQX5F,9790778309,5.0,0
1005,AH1Q6CFL3C8TR,9788079989,5.0,0
1472,A143NFKHG9LHXI,9790782667,5.0,0
305,A2W470AYOQCZZ9,6165290582,3.0,0
1029,A1HX1D929O8PJD,9788081053,5.0,0
19,A1BG8QW55XHN6U,1304174867,5.0,0
1437,A2RIAWXL2SI60H,979078208X,3.0,0
1018,A3EB7LZY4SO8S4,9788080901,5.0,0
1587,AS02PGU8BFX2,9790787006,5.0,0
1372,A1WJ3KCQF0UJ5O,979078127X,5.0,0
1966,A2AB7H5XLA9DOU,9790797885,5.0,0
1229,A3HJED1VEBE7SR,9790778236,1.0,0
1614,ATEXXJ0B204OG,9790788584,5.0,0
1984,A2Q4B1O2DRDXL4,9790798075,5.0,0
1634,A1JX9ZQY0EYLB2,9790789297,5.0,0
1152,A3TWAD5ILUNR7M,9790775261,1.0,0
1719,A3UZZ8SWJG6ULJ,9790790961,5.0,0
603,A3ON6E699JT6CE,9759091062,3.0,0
1774,A1STI3LKR1997Z,9790790961,4.0,0
1909,A27S9YMNN6RMGK,9790794509,5.0,0
1690,A3O6CZ0IU4AJSP,979079052X,5.0,0
1289,A3SKN8E1EJ84ZW,9790778872,4.0,0
517,ALKCBFG5L6FCJ,9746427962,1.0,0
1351,A330QFH749JPP9,9790780753,5.0,0
577,A2K8K9WVD7FNMG,9759091062,5.0,0
1913,A1M5CS3OJJYR1,9790794665,5.0,0
1385,ATNBFKLILBLZT,979078127X,5.0,0
1632,A34LP00HHX74VV,9790789270,5.0,0
1920,A329Q47ONZPEKK,9790794851,5.0,0
250,A34LP4FWKYTHB5,602260074X,4.0,0
1404,A1NNUT8ZGGA68F,9790781687,5.0,0
939,A2FD3OSAUO10KC,9788073859,5.0,0
1306,A1PQINT6WJ78WV,9790779925,3.0,0
1811,A2AAR84OWOG7VG,9790792204,5.0,0
876,A13H09FTCEJ3DT,9788073409,5.0,0
1986,A1AA39TTTQPYEH,9790798075,4.0,0
1678,A3PY3D7XN2BN80,9790790341,4.0,0
1516,A2A3X0SA0RI4AM,9790785240,5.0,0
1086,A2L8AWOIWML9CH,9790772238,5.0,0
1162,A3KALGW63GCJ50,979077530X,1.0,0
1047,A46TQBGKSLLY4,9790770790,5.0,0
1979,A35ID2TBM9HU5V,9790798075,3.0,0
1852,AP5QF2RB121OZ,979079326X,5.0,0
1281,A3M4PZBDIGEKUB,9790778619,5.0,0
514,A2W26TXNIF6OFH,9746427962,5.0,0
54,A3C744AK5A6MMI,1304495396,5.0,0
903,AENZH8I66SN2H,9788073476,5.0,0
1396,ARQMQK1O1WTXK,9790781687,5.0,0
715,A27XYPIP5FQUZT,9788071813,5.0,0
515,A1TKC6GRRBJA4T,9746427962,4.0,0
1180,A3LR80PCE3JS0U,9790776349,5.0,0
191,A1LNS0V7YBBJJE,535795531X,5.0,0
1528,A2HSQUKFX2H6G1,9790786077,5.0,0
290,A3ILSW0GC00YY,604113449X,5.0,0
259,A3AOPVHGVIEHFK,602260074X,5.0,0
803,A2QYQGE34MQ2KX,9788072283,5.0,0
1796,A2MMOZN2A3PL3K,979079147X,1.0,0
1873,A1CZIRSODR231B,9790794231,5.0,0
687,A2CVC21HIZ1PO7,9788071570,5.0,0
1558,A2IEF5DLB4L2K5,9790786948,5.0,0
716,A2TV0VZJI1ZD33,9788071813,5.0,0
530,A2ML3OG7R68XFP,9746427962,5.0,0
91,A11OEJ4R1PDTLN,1304624544,1.0,0
1095,A2JIPZOSXOL8Z2,9790773145,5.0,0
528,A16JWRFT5IHYRA,9746427962,5.0,0
495,A11V6R6WZ5ZQV2,9746427962,5.0,0
1080,A1HCGIOWZR6ANG,9790771916,5.0,0
890,A3HRQCE6UXGU6V,9788073476,5.0,0
79,A1VCW66KPTNUV8,1304622622,1.0,0
157,A11AT6B3912DCU,3227001381,5.0,0
1580,A1G5FIEA40QCT4,9790786948,5.0,0
780,A3DWLT4X15P9PZ,9788072216,5.0,0
1890,A13MFKIJ4TDIYR,9790794258,4.0,0
1929,A3RS1I72ULUVFC,9790795351,5.0,0
952,AOGJ43H5ZZPLM,9788074359,5.0,0
300,A5UQ98GXX7T47,6162071103,5.0,0
1107,A2WJ1QHYKQLOJH,9790773412,5.0,0
1498,A6VS47YYTAVAZ,979078371X,4.0,0
310,A1GLIRME0V0J4Z,6167061580,5.0,0
1895,A1LRHR54H2HNZ5,9790794495,5.0,0
1548,A29JE8NKKBBNVJ,9790786875,5.0,0
1883,AYOU772H9HUOX,9790794231,5.0,0
1375,A3RDWQ81CZPW21,979078127X,5.0,0
1311,A3MKZJYTMSIJHM,979077995X,5.0,0
1662,A2XKC9SEUSGKQ3,9790789939,5.0,0
944,AV8NAHORFJ89L,9788074286,5.0,0
873,A19SYHAYNJ9JVK,9788073409,5.0,0
1530,APW4ONSSUPZV2,9790786328,5.0,0
1417,ANYQJGG6ASA04,9790781687,4.0,0
967,A1MNSSE2ITIIGA,9788074421,5.0,0
539,A2Z53Z2IXPFE4A,9748668525,5.0,0
1974,A3IC9E9SSEZ7Y0,9790798075,2.0,0
99,AZ4FR14IPKML7,1304665720,5.0,0
1673,A24J8ETNTV9I67,9790789939,4.0,0
1369,A20DHG878IX2OE,979078127X,5.0,0
638,AWHWO1LUI8J1X,9788071198,5.0,0
401,A1LL4WRN7OBRW8,8096399322,5.0,0
1464,AJNQTW9HER7HR,9790782667,4.0,0
1073,A2SZVB853VZCAP,9790771614,4.0,0
254,ABKY0V59DOJ5Y,602260074X,5.0,0
568,A32ZF8TRWMR1B9,9749513444,1.0,0
384,A3GVNPYMG6ON95,7899123011,5.0,0
1521,A1RJWUDCZUAW3X,9790785755,4.0,0
1054,A2RAI0BVLV19UH,9790770944,5.0,0
